examine_angle,stiffness,mean,median,std
90,2,89.93459070784824,89.85362641865476,0.23163188698737708
90,5,91.76353549820445,91.82406704644418,0.23366992324433442
90,0,89.99802409594704,90.05422516397472,0.2992310697195289
