angle,stiffness,camera
94,-4,109.41275602115812
142,10,78.09511417598658
130,-1,86.70418667922098
32,5,143.1036505305951
42,16,136.936197387005
126,-9,90.9896908604785
176,-1,57.209498627251214
111,-6,99.54564535642726
75,6,115.5689846941684
162,1,65.8400932505398
53,7,123.63097242277935
120,18,91.52338189718952
151,6,72.75451757120767
18,10,146.60748960452932
32,-3,145.81674857107365
53,-1,131.12572069646657
72,-6,121.43693413609977
75,16,118.5620075863904
81,-5,118.22812456528173
54,-2,130.64434180408216
30,13,134.64230728808312
99,3,105.26959830333409
168,-1,61.827710728581856
145,18,74.65166963386956
20,0,146.69361899199103
58,-6,129.25679137935845
124,-8,90.34914111511486
132,15,84.06955480105123
90,-2,111.56618792652525
176,2,55.85033283557906
105,3,101.87006889738761
137,6,81.91269033500795
161,11,65.45250951845539
96,-9,108.76238297619437
170,-7,60.10709287435443
43,-5,136.64497854907782
20,4,146.2863830386373
115,-8,94.96826450680668
49,-3,131.32145562053861
144,10,74.48854223134663
113,13,92.7902659983966
109,0,96.59435694882688
49,3,125.14057575257485
93,5,105.65669544931058
30,-4,144.42193790689774
158,5,65.97771022608705
163,13,62.97510457689783
95,-9,107.25723434185434
78,18,112.82717369024103
34,1,140.09743047460705
145,12,73.2174962373909
65,2,118.51615804205348
10,-6,148.06317927786267
78,-4,115.10893276074758
28,0,145.2693566532366
66,-2,121.53824108166344
20,-8,147.154921857036
97,6,102.86054729601253
126,3,86.00716797068576
56,19,118.87344483219361
55,3,121.92730738981204
60,-8,122.26232023931327
91,1,106.79262472595795
80,16,111.61042198428088
156,5,66.89705694525296
167,-3,62.730317916915695
96,19,102.25357275457083
40,4,135.06371540836653
157,12,65.40276804978319
121,0,89.60772659277555
92,-7,108.54574404492965
28,4,144.44566777901912
57,13,124.9997136882593
117,-9,93.50059529933135
95,-5,106.84708836764099
30,-6,145.50533926684267
158,15,64.25673302053202
157,5,66.36097705656525
148,19,69.90880077624652
84,1,111.4003668043152
48,11,123.5145629846194
114,-7,94.89662833115412
117,9,91.30088742310927
49,10,124.2803865198412
156,10,65.84191701113866
141,3,77.15888683777608
71,-2,116.59228418607348
116,8,92.00461679993228
24,15,143.90467431452117
19,17,143.97055593258747
171,-2,59.91390829784688
91,9,107.83899783831818
48,6,124.68367589414657
117,2,92.04702003371548
67,11,116.84296358834338
106,2,99.31555106188016
87,19,107.35380356171547
137,17,78.32044815494991
156,11,66.83264530288015
33,19,125.95596516676295
23,-6,146.28375498919388
98,-1,102.46163552708292
13,-9,148.50744765714703
41,-2,134.73853923641948
36,17,134.5867451507162
39,17,135.00521771963892
96,19,102.66032439870986
37,13,134.76309589964958
110,-3,97.12558530692202
52,1,129.19193257824287
