angle,stiffness,camera
111,-17,120.14449182812545
16,13,nan
53,51,88.71047649054618
89,34,106.64503821467594
35,22,81.26143502379821
137,8,131.10199407939692
109,-19,118.65232804091158
79,15,104.15060614941062
23,10,74.23439397746475
32,4,78.95176960578598
116,-10,121.92966040612147
114,-13,121.28145725907082
173,3,154.40797024102753
165,-5,149.41779352576174
116,21,121.48512090719704
173,6,152.47407176634619
70,-18,97.56759171151272
47,-5,85.65899430275299
92,13,110.2681467021013
169,-9,152.2136381985328
50,27,89.8446370429591
69,-12,98.29611759708138
63,35,98.74280121489595
89,56,95.75993728717691
163,17,105.68692661682424
134,14,129.99158572064616
68,59,98.38051526364643
81,-12,104.58363871880425
20,3,70.78218922881466
88,46,105.91412091521185
34,24,81.26143502379821
96,46,109.64770013710837
63,21,95.48509434964319
23,13,74.50144386177237
74,16,101.66170233897523
10,4,67.86598813583555
30,-16,77.31785872421915
81,47,102.68593379496174
79,0,103.12324060111108
66,43,97.84762750468488
90,31,108.91981649297978
105,-11,108.07239713489632
20,-11,117.51306303791368
117,49,119.54656369555033
77,10,103.52845090887092
53,1,90.56192349893738
110,9,119.17719671885136
126,50,124.08793773723559
73,-11,100.93109959870564
98,0,114.10473392366126
104,27,115.7745277696974
138,23,131.63246104814905
47,0,87.53269730150816
125,42,123.76124493362232
97,1,113.06965178396175
70,-4,99.31065941325924
107,-16,117.51306303791368
108,-13,118.09224296501534
76,13,103.12324060111108
118,6,122.81863425578028
90,0,108.91981649297978
62,-11,94.48773971945421
37,9,82.39171515979413
118,8,122.7833020798445
139,-11,133.94215763253362
135,-11,131.97598381904834
160,-7,146.31044773773698
63,2,95.46317417785804
119,48,120.09374603044294
100,36,113.38545209510399
90,-2,113.15924636224601
110,0,119.61780178814533
99,-1,113.7022293240783
122,-9,125.21466695912993
7,-2,67.80237919220653
125,-3,126.72443764224607
170,-4,152.7766171574489
84,-10,106.64503821467594
40,40,84.50724997626719
75,-3,101.22068678371525
167,-5,150.57212696992232
139,36,133.58896894478545
58,-11,92.20430922415089
138,-18,133.94215763253362
64,-16,93.96965462844028
87,14,108.00095136167917
32,-12,76.14597213309409
61,53,92.66338813614783
25,5,75.40503242335261
74,-3,100.77753214529459
124,-7,125.70683415101257
33,-11,78.95176960578598
102,29,114.50398818471552
72,1,100.20092437079319
114,35,119.1211270151492
26,-1,74.70510750989855
102,-12,115.84925323044378
45,-14,84.50166123462348
91,-18,110.8337341149806
60,39,95.5956668671127
91,37,109.02487990823705
179,0,154.78577799918972
102,0,115.71949097241156
93,11,111.81650646481874
128,24,126.39763432162017
83,3,106.84870186280213
60,9,94.48773971945421
156,-7,143.5261071850537
68,39,99.02592499906984
84,52,105.38566995422777
119,38,120.41913624796362
80,-14,104.62474062241667
55,25,92.4079728722771
36,-14,81.04116823955822
51,19,90.0958369067192
112,48,117.12638964525662
53,7,91.02273248433211
90,-4,109.69523635274226
81,56,104.35426979753682
89,-5,109.03194116298461
70,52,99.56185927701934
64,-7,96.39031927425145
36,13,81.92827040931384
80,12,104.65259466957241
108,16,117.76956487942172
67,43,97.67828086625288
97,-12,113.06965178396175
100,56,111.93657603001081
81,37,105.38566995422777
69,47,99.51432306138543
58,23,94.48773971945421
97,45,111.09626309172742
132,28,127.3784706432679
142,-7,135.53484943654158
145,0,136.54497446257216
109,40,117.38141368594417
125,10,126.05411155072085
52,7,90.56192349893738
51,-18,87.9626693031801
14,-3,68.6387964360584
128,48,125.41833060725612
110,44,118.15423306324729
82,44,105.81645717123641
73,9,102.15692602278028
122,25,124.4149520186213
134,24,129.6698280871523
174,0,154.2513113317882
92,-5,110.99527840310745
83,-16,106.2446687761224
149,12,138.90896835462001
127,-14,129.3405883835439
94,38,112.34728464525762
156,-9,144.6446432746652
44,7,144.6446432746652
57,-6,85.63838020997505
49,15,92.39931963323444
79,-7,89.13127795456525
92,-3,110.99527840310745
36,20,81.46509867192442
112,-8,120.04242106998821
66,34,98.33297904801255
1,-1,68.59684307444695
112,16,120.5885701461835
105,-10,117.83329347468793
115,-3,122.49524593322761
132,24,129.34244857572898
116,-13,123.43489434368881
101,2,115.84925323044378
47,46,89.8446370429591
132,-13,89.12546524591582
111,45,120.19466813286353
56,22,94.23721631852072
123,39,123.46658139116653
159,-9,144.55664289821948
29,25,77.98179467868388
71,49,98.57854480414899
138,10,130.97870521893654
48,22,88.19996381000301
79,58,101.56404991395236
21,8,73.06831655513955
107,17,117.19355934427735
13,0,69.53031412456163
71,22,68.59684307444695
177,-2,155.72900914347113
90,58,108.71615284485358
69,53,98.78220845227517
91,30,109.33922908683179
62,11,96.59398292237766
69,9,96.59398292237766
102,29,99.67507681672814
124,19,125.41833060725612
145,24,134.9211887986551
150,27,134.5952010260804
79,-17,137.19124478333015
146,28,104.19450634939552
161,14,135.89677131552156
130,24,128.68764679404023
17,-13,nan
73,14,100.98119579342078
96,29,111.71964763203223
169,-10,151.43119516422823
118,49,122.7833020798445
79,3,122.49524593322761
58,21,94.69140336758039
73,10,101.66170233897523
79,-5,104.44893102144621
56,56,93.59203774417826
132,4,128.61184483936043
141,7,134.2990478268619
123,3,125.74455976170104
108,35,117.38141368594417
110,53,117.76956487942172
23,-8,72.70511521086438
77,-6,104.05736442977823
91,13,110.68370775357293
110,24,119.17719671885136
61,36,96.41793080664984
66,22,98.78220845227517
100,1,114.73974115567523
80,5,105.5164820089325
54,19,92.60298328136064
71,51,98.61631997071852
101,46,112.75484297657263
112,19,112.75484297657263
13,-1,69.36514357907163
134,-12,132.63238082176676
105,31,117.12638964525662
88,15,109.95734317475628
63,16,97.32180546595377
91,-16,110.37325579118526
75,25,102.88959744308791
88,17,109.03194116298461
171,6,151.43119516422823
60,4,94.5065246972162
108,7,118.47586395625638
139,2,134.23899528115302
120,9,124.11595523109685
96,-16,113.15924636224601
48,3,88.19996381000301
138,29,131.63246104814905
72,20,100.98119579342078
172,-4,153.51362187631835
57,2,92.79621041927007
146,-8,138.20862993349766
124,27,125.74455976170104
138,36,131.63246104814905
164,-14,148.1805042020755
99,10,114.8999930156132
99,-1,114.33865454743457
122,8,125.74455976170104
28,23,78.4428498809208
40,5,84.93909303765729
129,50,125.09233479437411
23,-15,73.1555444495626
30,12,78.23556185972869
155,6,141.61520751096526
110,17,119.49902747991642
136,-6,132.63238082176676
139,-6,134.23899528115302
43,34,86.34286277392575
51,0,89.5872454888484
95,0,112.34728464525762
82,45,104.95233295915926
93,-1,110.99527840310745
53,24,90.96800515305851
2,2,68.6781363471487
117,3,123.1089065711141
33,21,81.00226018070124
7,3,68.80050672257315
101,5,115.05860330117284
141,13,133.94215763253362
90,59,109.22854355636323
117,31,121.48512090719704
53,-7,90.96800515305851
58,48,92.86705178427403
56,-14,91.48660686147697
132,4,130.66102518244864
14,-8,68.6387964360584
75,51,100.40458801891937
156,-1,142.2555676000718
98,7,113.06965178396175
78,18,104.05884535216362
94,51,109.17139404972332
91,49,108.18033876004483
82,35,105.68263101608066
51,35,91.06254820891647
64,-17,95.48546752289695
62,29,96.16501291448147
145,-6,136.92847076603096
84,-3,106.59356313098394
67,9,98.58455660475607
86,43,105.98388767867715
98,33,112.08047744697308
94,49,110.00487939039014
11,-3,69.57785034019551
74,50,100.65616557566292
95,1,111.5595328281785
101,9,114.67335702272881
104,46,113.95380688082183
58,43,94.48879387526425
116,35,120.44624568960708
20,5,72.3888735876337
51,0,90.29987824782884
140,25,132.88395837851027
78,44,104.17037477893597
94,16,111.76718384766612
138,8,132.02352003468226
47,-18,86.7961194464659
49,18,89.58651915943499
167,-4,150.57212696992232
81,-14,104.53774101452815
88,37,108.04848757731305
107,46,115.82206398533128
162,-8,147.91574266493762
61,-3,94.69140336758039
81,0,105.86399338687029
130,46,126.44517053725407
98,20,113.74976553971217
21,17,74.02770467405205
32,13,80.80536195985152
113,50,118.13977918064924
62,33,96.9182178734276
69,-13,98.54731746084147
149,-7,140.30806670598133
178,1,155.92450174492117
63,1,96.3665074545784
93,58,107.93091391382585
129,-9,129.0625839005185
128,9,128.411523520289
130,-2,129.71364428074799
113,20,120.51562389317428
84,18,107.20022148023202
59,54,95.28142618178732
70,38,99.84820392025009
117,45,120.51562389317428
51,35,91.2739323480922
135,29,129.38998479136288
117,34,121.57519570337485
136,-12,132.67991703740066
67,-11,97.54040665375982
53,51,91.2739323480922
108,1,118.20176927888117
63,-2,96.09317999705637
139,36,131.35319394315704
150,-19,137.88296345253954
146,29,136.26864090190176
45,2,86.37164668954416
115,42,119.54656369555033
73,55,101.18229946246574
112,33,119.22473293448526
153,-13,141.66274372659916
91,5,110.52477023387245
84,-4,106.89623807843603
96,0,112.48857614360949
42,30,85.91019416651308
62,33,95.55527741182846
166,-9,149.4653297413956
158,19,143.01902828423022
113,36,120.88638680207293
107,38,118.64187150372399
119,-18,123.51411760680043
106,48,117.24109555991126
146,2,137.65849533743946
73,-17,100.32278860883046
126,21,126.43014903153198
48,-4,87.75396988696976
97,-16,112.80237919220653
84,48,106.29220499175628
64,39,98.09882736844497
129,-16,129.3881245991778
51,47,91.2739323480922
128,26,125.79209597733495
167,11,147.08235318229563
104,-12,116.6043374605136
120,45,122.50563740235509
65,34,98.54731746084147
15,-12,nan
152,25,139.92339852215582
87,21,109.80329225675132
120,10,124.13547395286948
85,25,108.35354630886947
149,29,137.33254548749966
139,8,133.63650516041935
167,3,150.00523445050678
22,17,74.1079769569628
162,-12,147.08235318229563
70,41,100.89425265876
93,-5,111.04281461874135
106,-8,117.94384909113307
35,-9,78.993163767906
37,23,82.43925137542803
84,53,103.52845090887092
91,-1,109.38676530246569
122,5,124.8141293711572
146,-7,137.6095439078627
155,7,141.66274372659916
140,34,132.67991703740066
65,1,97.81879157527281
23,16,75.01791736610784
106,-4,116.85346414202225
16,7,nan
128,23,126.44517053725407
109,3,118.52340017189026
122,-9,125.13987101000802
169,4,150.92494632080496
86,24,108.65983805964134
33,8,80.12535873569439
132,36,127.41660640295444
73,0,101.62285595231918
92,59,108.35354630886947
80,-7,104.83483858256432
116,-10,122.86617047141416
54,38,92.65051949699452
66,0,97.36934168158766
125,-18,126.43014903153198
111,7,120.19202804375936
104,12,117.24109555991126
23,-4,73.20308066519648
68,22,98.66385618635242
80,12,104.40180601317071
109,37,116.6043374605136
53,6,91.01554136869241
145,0,136.3098527940062
56,18,92.45550908791098
122,-16,125.11739767148093
137,28,131.35319394315704
138,26,131.67999726378292
91,8,110.8337341149806
56,36,93.82926329629119
117,4,122.18086026988155
160,-5,145.6365916574275
166,11,147.91574266493762
77,41,103.66966134437558
128,22,126.43014903153198
111,-7,119.92094367699359
69,10,98.82974466790905
73,31,101.18229946246574
131,25,127.41660640295444
69,-3,98.71248800633144
54,9,91.931659452309
55,44,92.38823423094532
82,30,104.40180601317071
83,7,105.86399338687029
78,-1,103.37444046487114
62,59,95.94033555451291
125,38,123.51411760680043
98,58,112.27007477953379
41,-19,83.60053117908771
114,47,118.84570427079173
87,20,109.496267646914
71,34,101.91290220273532
29,4,78.02933089431778
122,47,122.18086026988155
100,-17,114.55152440034944
89,57,109.38676530246569
90,-10,109.0794773786185
102,39,114.55152440034944
20,-14,72.2095797327745
73,48,98.66385618635242
48,38,88.92219833149089
119,56,118.78722573564035
65,36,97.85261644951703
106,16,116.53377619136697
148,0,137.6095439078627
139,-16,133.28698711760234
57,-15,nan
55,54,92.45550908791098
100,57,110.31568291773519
145,-13,136.67904591981195
42,40,86.61253291347866
70,23,99.11380389310946
88,-7,108.35354630886947
25,-4,73.84041526688236
68,55,96.66950836339336
126,52,121.8153150070308
70,35,100.21202114255098
61,47,96.11962940937212
73,6,101.67592798858497
108,50,114.78727737130913
94,2,111.04281461874135
134,16,129.7173643027862
59,54,95.02916246477061
74,39,101.52342076962186
114,15,119.76893493932135
95,27,110.99527840310745
69,10,100.21202114255098
98,10,113.15924636224601
163,-15,144.6446432746652
139,21,133.1893381321386
79,-10,103.76188429031072
148,17,137.28500927186576
152,-9,140.32498015890482
38,-15,81.48555348004683
134,-19,132.21067159161578
104,-2,117.44513690102089
40,40,86.57568803065382
76,45,101.81562747069589
37,28,83.7830822335864
23,0,73.3386920021888
103,20,114.73974115567523
71,0,100.49897590278432
132,20,128.36026728261692
6,-5,68.6387964360584
131,47,126.6492118783637
42,11,85.8626579508792
118,53,119.49902747991642
84,25,107.22320756613978
115,15,120.79223379430971
74,43,102.11694354384497
37,23,83.7830822335864
83,10,106.11778456333802
69,-7,98.78220845227517
91,17,109.75575604111742
46,4,87.49763514199635
151,-7,140.2605304903475
99,3,114.18856771452893
124,1,126.07100133489698
78,-15,103.4678347451033
130,42,126.07100133489698
111,35,118.34382052175889
158,-4,144.01012681406058
13,3,69.08363050674704
105,32,114.73974115567523
49,17,89.5872454888484
133,5,128.6838618964692
97,19,113.24786514240891
88,11,108.61230184400745
90,13,109.86265790548084
61,-3,94.69140336758039
54,13,92.3967275957841
87,-18,108.00095136167917
30,16,77.98179467868388
81,27,104.05736442977823
68,29,97.88194451437907
52,-8,89.54258783654076
44,34,87.27941274581148
49,12,88.87466211585699
75,23,101.81562747069589
135,5,130.32443750429516
42,-9,83.55299496345383
111,18,118.73968952000645
