angle,stiffness,camera
94,2,104.7028224498269
179,0,125.5959432951964
16,4,85.11204739174129
81,2,101.8743230485711
28,0,89.64262323810335
4,1,83.29221689031314
166,4,121.20767060170105
137,3,114.20291934554183
170,0,123.04933473081918
9,4,83.74771956211353
28,2,88.98348339495128
171,4,122.50954591193859
121,2,110.92582653757077
10,4,83.99944925907936
136,4,114.21441562736224
104,1,106.88343213533238
34,1,90.30447865375012
86,0,102.82686457575736
124,4,111.1236468563396
23,4,87.2263511868506
84,2,102.17999614122175
136,1,114.70265169303202
141,2,115.572620394608
88,4,102.50692951624113
95,2,104.55686846207676
166,0,122.1492045331327
50,4,93.76132094625763
110,3,107.78034699766943
3,3,82.71526729546953
39,1,92.23979376180543
106,4,107.02075789985675
135,4,113.42422469004802
55,1,95.52986810235574
166,2,121.9896830443482
82,1,102.07994352694939
140,4,115.28866005357638
42,4,92.03319741381107
153,4,117.90823937006054
9,1,84.45287588618937
51,1,95.0630577204167
117,4,109.35136819390469
110,4,107.97993049622873
169,2,122.65241660963072
77,2,100.56283636429737
66,3,97.67467478999475
35,2,90.50547209072477
103,2,106.67290761066971
135,4,113.42422469004802
93,0,104.55333005231398
36,2,91.3734566759854
57,1,96.59557016252388
100,0,106.33919157890881
68,4,98.12632509174327
64,2,98.09839823704246
40,4,91.80398240626658
109,2,108.05558117190995
30,0,89.86912948421
52,1,94.66499158532537
162,3,120.44872008027673
85,4,102.08275477584253
160,1,120.61132135791418
118,1,110.72228898303531
34,4,89.8656158109844
135,0,114.59232286097124
159,4,119.44552599785027
139,1,115.4701009302784
95,2,104.8776469438209
2,0,83.12691617182357
67,1,98.77071007689338
82,1,101.71542660663756
161,1,121.11153389885271
32,2,90.28509117423965
74,4,99.69824031244232
12,0,85.73580355855289
82,3,101.45615263577254
149,1,117.698803453552
16,4,85.29904530981159
99,3,105.35719941577729
64,4,97.25731407027868
107,0,107.97711924733558
102,2,106.26455804329957
99,4,105.09016061534516
54,3,95.49389459246791
70,3,98.41264165082059
14,1,86.14144735600748
43,2,92.89983689491594
75,1,100.55414657691026
106,4,107.02075789985675
128,4,112.08335329186113
84,4,101.87541168021194
27,3,88.7856494272637
107,3,107.43654496532955
128,1,113.14597497439289
76,0,100.35385556426809
5,2,83.11712186407422
141,3,115.67039194292059
78,0,101.02843376339713
171,0,123.73318761985223
74,3,99.48702477125316
48,1,93.99562825978037
72,0,99.5007605486933
5,2,83.13228607454803
64,4,97.07627883254298
70,0,99.04353076074946
176,1,124.69264415190116
168,2,122.18182286115261
42,1,93.10474388871972
159,3,120.05403132232092
170,3,122.3905507503365
12,1,85.30255898303719
10,3,84.4356554030218
39,4,91.5873578453441
172,2,123.17109352100073
51,1,94.63155466910528
93,3,103.92939631617709
121,0,111.07890123164275
48,2,93.98315504290916
124,4,111.20167214808184
29,4,88.78050392863841
7,1,84.01828606455446
144,0,117.12193332290039
54,2,95.09777863140306
104,1,106.74517832833476
36,2,91.17037400121666
94,0,105.18053745259189
71,1,99.4577563508872
64,0,97.92533165476863
177,0,124.74188498990466
83,3,101.66772670057676
134,2,114.21897475723063
87,4,101.9833242919458
166,2,122.17171972935027
93,2,103.56962824186364
7,1,84.18427444257628
85,2,102.72024061008358
65,1,98.13944860122098
44,3,92.68206142607247
109,4,107.77612581036094
62,1,97.26341241963442
24,4,87.92064547849444
113,4,108.66602113557616
76,1,100.35734475942141
172,0,124.08842020848809
108,3,107.36424684812195
111,4,107.77182597763904
137,0,115.08625552951425
33,3,89.87752612519934
158,0,120.44292674950712
118,4,109.63357217416666
163,4,120.13001943198992
22,3,87.26178297863103
172,2,123.17109352100073
148,0,117.50491708280605
131,1,113.42773836327363
18,2,86.8153290452512
37,2,91.5873578453441
109,3,108.18441440585923
90,0,103.92585790641428
162,2,120.31543148715211
139,2,115.28440962838884
86,3,102.18500009814133
116,1,109.50197291553567
3,2,82.68816685359026
118,2,110.96430345385322
15,0,85.96243348987076
139,1,115.67039194292059
65,3,97.67097746867474
22,3,86.83233947938058
8,3,83.59774243424535
66,2,98.34325328708876
126,2,112.05378464630617
57,1,96.16780901043823
47,3,93.36196708801756
130,3,112.44723553811274
77,1,100.81937575619865
145,4,116.24550560049734
41,4,91.81672785338868
47,4,92.91293271226075
29,4,88.78401760186402
166,3,121.60660721996994
25,3,87.91997198679896
153,3,118.76256026079346
111,1,108.5344955685536
134,4,113.42422469004802
172,2,123.17460719422634
115,4,108.53874108346594
129,3,112.47962198863632
3,2,83.18327293458889
168,1,122.42351376286487
33,2,90.09364963770001
13,1,85.3192991498205
133,2,113.11468167461204
2,1,82.7379540905115
9,4,82.8860092373802
50,3,93.98690665269775
29,3,89.01360488917534
157,4,118.87843262513749
75,0,100.14937318999651
89,2,101.88950615805034
78,1,100.83100347211393
8,2,83.99944925907936
127,2,112.4534952980424
177,2,124.96253995623987
38,3,91.5873578453441
135,2,114.417498302131
114,4,109.07356049714103
104,4,106.46484905594176
121,3,110.5941598383366
157,2,119.34693483460116
171,1,123.225021677282
92,1,104.19582903067393
38,3,90.95398541375803
15,2,85.96539377827425
167,0,122.2086021231849
3,3,82.48983371778222
158,2,119.73897275460988
99,1,105.71606135281144
136,3,114.60699966594228
99,3,105.36293958677223
69,0,99.24096105203263
168,0,122.56822726313312
116,2,110.03430998047668
108,2,107.97993049622873
120,0,111.0009167308536
56,2,95.1174355640699
115,2,109.63041743415494
171,1,123.37489820686854
70,1,99.64861474659338
165,2,121.72503544151893
96,3,104.54517836388452
