prev_angle_servo,prev_angle,stiffness,angle,examine_angle
97,91.32949844430301,0,65.09699082318426,90
98,91.32275807879041,0,65.17974419212565,90
47,62.3117241881711,0,64.8909157066732,90
104,94.69963927236354,0,65.44579257647865,90
