prev_angle_servo,prev_angle,stiffness,angle,examine_angle
128,84.85308257993442,0,58.530194350961644,60
121,89.27477570094074,0,59.23842261092845,60
174,58.530194350961644,0,59.24149526494562,60
93,106.005095471975,0,58.00693556561717,60
133,82.14556698228692,0,57.5403837324025,60
170,57.5403837324025,0,57.3069145896606,60
57,121.66678991320398,0,58.001663674858364,60
14,147.1477742762965,0,57.27640133281593,60
